id,"description","category",day_of_week,day_of_month,month,year,amount,"currency_code","mode",account_id,"hashed_user_id",recurrent_bill
4132,"ODEON/BOOKIT","movies_and_music",3,8,2,2017,-21,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4133,"BOBBI BROWN ONLINE","transfer",4,9,2,2017,-12,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4134,"XIN LU","food_and_dining",4,9,2,2017,-0.41,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4135,"SEOUL PLAZA 8","food_and_dining",5,10,2,2017,-12.2,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4136,"TESCO STORES 2325","groceries",5,10,2,2017,-11.5,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4137,"AMAZON UK RETAIL A","cafes_and_restaurants",5,10,2,2017,-38.98,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4138,"ROOTES GROCERY STO","groceries",6,11,2,2017,-2.29,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4139,"TESCO STORES 2325","groceries",7,12,2,2017,-14.81,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4140,"SEOUL PLAZA 8","food_and_dining",1,13,2,2017,-10.66,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4141,"TESCO STORES 2325","groceries",1,13,2,2017,-5.25,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4142,"TESCO STORES 2325","groceries",1,13,2,2017,-7.15,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4143,"SUN J","uncategorized",1,13,2,2017,22.3,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4144,"TESCO STORES 2325","groceries",2,14,2,2017,-42.73,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4145,"SUN J","uncategorized",2,14,2,2017,6,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4146,"XIN LU","food_and_dining",2,14,2,2017,-2.72,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4147,"WWW.KIEHLS.CO.UK","personal_care",3,15,2,2017,-17,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4148,"SUN J","uncategorized",3,15,2,2017,2,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4149,"TESCO STORES 2325","groceries",4,16,2,2017,-18.85,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4150,"WARWICK.AC.UK/PAYM","shopping",5,17,2,2017,-20,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4151,"LU X","uncategorized",1,20,2,2017,5.65,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4152,"ZHENYI CHEN","shopping",1,20,2,2017,-6.5,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4153,"TESCO STORES 2325","groceries",2,21,2,2017,-7.89,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4154,"TESCO STORES 2325","groceries",2,21,2,2017,-7.13,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4155,"CHAN PUI FAN","uncategorized",2,21,2,2017,-4.29,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4156,"WARWICK.AC.UK/PAYM","shopping",3,22,2,2017,-20,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4157,"TESCO STORES 2325","groceries",5,24,2,2017,-6.55,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4158,"TESCO STORES 2325","groceries",5,24,2,2017,-4.99,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4159,"WARWICK.AC.UK/PAYM","shopping",5,24,2,2017,-10,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4160,"SEOUL PLAZA 8","food_and_dining",7,26,2,2017,-10.43,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4161,"TESCO STORES 2325","groceries",7,26,2,2017,-3.87,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4162,"TESCO STORES 2325","groceries",7,26,2,2017,-19.79,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4163,"LU X","uncategorized",1,27,2,2017,11.18,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4164,"LU X","uncategorized",1,27,2,2017,6.34,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4165,"TESCO STORES 2325","groceries",2,28,2,2017,-11.34,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4166,"TESCO STORES 2325","groceries",2,28,2,2017,-8.75,"GBP","normal",426536,"MGFHixWWBI/euzxcCoKpYw==",0
4167,"INTEREST PAID GROSS","loans",3,1,2,2017,0.56,"GBP","normal",426537,"MGFHixWWBI/euzxcCoKpYw==",0
4168,"JIE SUN","cafes_and_restaurants",1,13,2,2017,-4.8,"GBP","normal",426537,"MGFHixWWBI/euzxcCoKpYw==",0
4169,"CO-OP GROUP FOOD CD 3471","groceries",3,1,2,2017,-7.98,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4170,"TFL.GOV.UK/CP CD 3471","public_transportation",3,1,2,2017,-2.4,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4171,"G2A COM CD 3471","uncategorized",3,1,2,2017,-7.13,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4172,"NON-STG PURCH FEE CD 3471","provider_fee",4,2,2,2017,-1,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4173,"NON-STG TRANS FEE 2.99% CD 3471","provider_fee",4,2,2,2017,-0.42,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4174,"THE SSL STORE.COM US 17.95 VISAXR 1.25437 CD 3471","home_improvement",4,2,2,2017,-14.31,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4175,"TESCO STORES 2249 CD 3471","groceries",4,2,2,2017,-3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4176,"TESCO STORES 2789 CD 3471","groceries",4,2,2,2017,-2.41,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4177,"NON-STG PURCH FEE CD 3471","provider_fee",5,3,2,2017,-1,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4178,"NON-STG TRANS FEE 2.99% CD 3471","provider_fee",5,3,2,2017,-1.4,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4179,"BOOKLINE.HU HU 16780.00 VISAXR 357.93515 CD 3471","cafes_and_restaurants",5,3,2,2017,-46.88,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4180,"TESCO STORES 2249 CD 3471","groceries",5,3,2,2017,-3.24,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4181,"TESCO STORES 2249 CD 3471","groceries",5,3,2,2017,-3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4182,"TFL.GOV.UK/CP CD 3471","public_transportation",1,6,2,2017,-1.5,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4183,"EARTH NATURAL FOOD CD 3471","food_and_dining",1,6,2,2017,-8.35,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4184,"CO-OP GROUP FOOD CD 3471","groceries",1,6,2,2017,-6.49,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4185,"SKOOB BOOKS CD 3471","books_and_supplies",2,7,2,2017,-6.5,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4186,"SAINSBURYS S/MKTS CD 3471","groceries",2,7,2,2017,-25.3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4187,"TESCO STORES 2789 CD 3471","groceries",2,7,2,2017,-3.76,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4188,"TFL.GOV.UK/CP CD 3471","public_transportation",3,8,2,2017,-2.8,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4189,"TESCO STORES 2789 CD 3471","groceries",3,8,2,2017,-0.63,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4190,"HARE & TORTOISE BR CD 3471","cafes_and_restaurants",4,9,2,2017,-28,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4191,"TESCO STORES 2249 CD 3471","groceries",4,9,2,2017,-3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4192,"SAINSBURYS S/MKTS CD 3471","groceries",1,13,2,2017,-20.6,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4193,"TESCO STORES 2249 CD 3471","groceries",1,13,2,2017,-17.89,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4194,"BUXTON C R RENT 6784682064322109SO","mortgage_and_rent",1,13,2,2017,562,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4195,"ITHAKA FOOD CULTUR CD 3471","uncategorized",1,13,2,2017,-4.8,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4196,"TESCO STORES 2789 CD 3471","groceries",1,13,2,2017,-1.5,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4197,"TFL.GOV.UK/CP CD 3471","public_transportation",3,15,2,2017,-1.7,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4198,"BATTERSEA DOGS AND Z0970829/1/25","alcohol_and_bars",3,15,2,2017,-10,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",1
4199,"CATS PROTECTION DON1636681","cafes_and_restaurants",3,15,2,2017,-10,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",1
4200,"MCLTDCLIENTACCOUNT","transfer",4,16,2,2017,-1083.3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4201,"CO-OP GROUP FOOD CD 3471","groceries",5,17,2,2017,-8.68,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4202,"TESCO STORES 2249 CD 3471","groceries",5,17,2,2017,-3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4203,"MIP*VODAFONE TOPUP CD 3471","phone",1,20,2,2017,-5,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",1
4204,"TFL.GOV.UK/CP CD 3471","public_transportation",1,20,2,2017,-3.9,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4205,"EB *PC GAMER WEEKE CD 3471","vacation",1,20,2,2017,-12.99,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4206,"WWW.JUST EAT.CO.UK CD 3471","food_and_dining",1,20,2,2017,-17.05,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4207,"E.ON 013133956300A","transfer",1,20,2,2017,-35,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",1
4208,"VIRGIN MEDIA PYMTS 048860102001","bills_and_utilities",1,20,2,2017,-32.39,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",1
4209,"LNK 17-21 CAMDEN R CD 3471 19FEB17","transfer",1,20,2,2017,-20,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4210,"TESCO STORES 2249 CD 3471","groceries",1,20,2,2017,-1,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4211,"STEAMGAMES.COM CD 3471","games",2,21,2,2017,-3.74,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4212,"M & A 01 LIMITED CD 3471","uncategorized",2,21,2,2017,-30.99,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4213,"NISA LOCAL CD 3471","uncategorized",2,21,2,2017,-5.69,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4214,"CO-OP GROUP FOOD CD 3471","groceries",2,21,2,2017,-5,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4215,"NISA LOCAL CD 3471","uncategorized",2,21,2,2017,-3.45,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4216,"PAYPAL PAYMENT 5RC22226DFWK4","transfer",4,23,2,2017,-16.6,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4217,"CO-OP GROUP FOOD CD 3471","groceries",4,23,2,2017,-4.07,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4218,"TFL.GOV.UK/CP CD 3471","public_transportation",4,23,2,2017,-2.4,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4219,"TESCO STORES 2249 CD 3471","groceries",4,23,2,2017,-2.2,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4220,"CO-OP GROUP FOOD CD 3471","groceries",5,24,2,2017,-4.42,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4221,"TESCO STORES 2249 CD 3471","groceries",5,24,2,2017,-2.65,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4222,"STARGREEN.COM CD 3471","alcohol_and_bars",1,27,2,2017,-126.9,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4223,"M RAYMOND 25FEB17 309871 37045960","transfer",1,27,2,2017,300,"GBP","transfer",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4224,"TESCO STORES 2789 CD 3471","groceries",1,27,2,2017,-5.58,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4225,"TESCO STORES 2249 CD 3471","groceries",1,27,2,2017,-2.4,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4226,"MOBILLIT BCA FEB17 MOBILLITY 790648248421822001","shopping",2,28,2,2017,1531.24,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4227,"CO-OP GROUP FOOD CD 3471","groceries",2,28,2,2017,-7.98,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4228,"TESCO STORES 2249 CD 3471","groceries",2,28,2,2017,-3,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4229,"TESCO STORES 2249 CD 3471","groceries",2,28,2,2017,-2.5,"GBP","normal",437332,"qICdFc9LGrwgJ3egGwhH/A==",0
4230,"M RAYMOND 25FEB17 309871 18738660","uncategorized",1,27,2,2017,-300,"GBP","normal",437334,"qICdFc9LGrwgJ3egGwhH/A==",0
4231,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,1,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4232,"PRET A MANGER - 387 LONDON","cafes_and_restaurants",4,2,2,2017,-4.24,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4233,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,2,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4234,"BENUGO LTD - INTERNATIO LONDON","shopping",5,3,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4235,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,3,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4236,"ITUNES.COM/BILL LUXEMBOURG","electronics_and_software",5,3,2,2017,-4.98,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4237,"INTEREST CHARGE","loans",7,5,2,2017,-16.06,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4238,"BOOTS THE CHEMIST LONDON","pharmacy",7,5,2,2017,-4.99,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4239,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",7,5,2,2017,-1.5,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4240,"COSTA COFFEE LONDON","alcohol_and_bars",1,6,2,2017,-3.65,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4241,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",1,6,2,2017,-7.7,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4242,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",2,7,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4243,"LE PAIN QUOTIDIEN LONDON","cafes_and_restaurants",2,7,2,2017,-1.95,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4244,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,8,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4245,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,9,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4246,"LE PAIN QUOTIDIEN LONDON","cafes_and_restaurants",4,9,2,2017,-1.95,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4247,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,10,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4248,"CARAFFINI LONDON","cafes_and_restaurants",6,11,2,2017,-46,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4249,"WRIGHT BROTHERS OYSTER LONDON","food_and_dining",6,11,2,2017,-23,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4250,"ITUNES.COM/BILL LUXEMBOURG","electronics_and_software",7,12,2,2017,-4.98,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4251,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",1,13,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4252,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",2,14,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4253,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,15,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4254,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,16,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4255,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,17,2,2017,-7.7,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4256,"BAR SHU RESTAURANT LTD LONDON","cafes_and_restaurants",5,17,2,2017,-55,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4257,"UBER *GB FEB18 J5L6Q HELP.UBER.COM","taxi",6,18,2,2017,-7.45,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4258,"TFL TRAVEL REFUND TFL.GOV.UK/CP","public_transportation",1,20,2,2017,2.9,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4259,"LE PAIN QUOTIDIEN LONDON","cafes_and_restaurants",1,20,2,2017,-1.95,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4260,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",1,20,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4261,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",2,21,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4262,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,22,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4263,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,23,2,2017,-4.8,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4264,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,24,2,2017,-6.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4265,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",7,26,2,2017,-3.6,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4266,"PAYMENT RECEIVED - THANK YOU","transfer",2,28,2,2017,1283.23,"GBP","normal",437355,"y/pGoFlMckbpUUtZn04k0w==",0
4267,"EQUINOX RE LTD","personal_care",3,1,2,2017,-1127,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4268,"Spotify P019B07F13 CD 8218","movies_and_music",4,2,2,2017,-14.99,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",1
4269,"NON-STG PURCH FEE CD 8218","provider_fee",4,2,2,2017,-1,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4270,"NON-STG TRANS FEE 2.99% CD 8218","provider_fee",4,2,2,2017,-0.17,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4271,"SBYRNE@PATREON.COM US 07.20 VISAXR 1.25436 CD 8218","entertainment",4,2,2,2017,-5.74,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",1
4272,"LAFATA LTD","transfer",5,3,2,2017,1034.36,"GBP","transfer",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4273,"AMERICAN EXPRESS CD 7828","transfer",1,6,2,2017,-985.28,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4274,"H3G 971084818601020217","phone",1,6,2,2017,-20.06,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",1
4275,"C LOISEAU 05FEB17 309072 22066068","transfer",1,6,2,2017,-600,"GBP","transfer",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4276,"M MARGOT COURSES FEB","transfer",2,7,2,2017,4.59,"GBP","transfer",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4277,"C CARDINALI COURSES ET PQ","transfer",2,7,2,2017,4.59,"GBP","transfer",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4278,"TIGER CD 7828","shopping",3,8,2,2017,-5,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4279,"ITHAKA FOOD CULTUR CD 8218","uncategorized",5,10,2,2017,-6.4,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4280,"LNK TESCO ST KAT D CD 8218 10FEB17","groceries",5,10,2,2017,-20,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4281,"LNK ST KATHERINE D CD 8218 24FEB17","transfer",5,24,2,2017,-20,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4282,"MOBILLIT BCA FEB17 MOBILLITY 835644109421822001","shopping",2,28,2,2017,1543.6,"GBP","normal",437599,"bGcPnjybCqSgSVtDF40pEA==",0
4283,"CO-OP GROUP FOOD CD 3471","groceries",3,1,2,2017,-7.98,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4284,"TFL.GOV.UK/CP CD 3471","public_transportation",3,1,2,2017,-2.4,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4285,"G2A COM CD 3471","uncategorized",3,1,2,2017,-7.13,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4286,"NON-STG PURCH FEE CD 3471","provider_fee",4,2,2,2017,-1,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4287,"NON-STG TRANS FEE 2.99% CD 3471","provider_fee",4,2,2,2017,-0.42,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4288,"THE SSL STORE.COM US 17.95 VISAXR 1.25437 CD 3471","home_improvement",4,2,2,2017,-14.31,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4289,"TESCO STORES 2249 CD 3471","groceries",4,2,2,2017,-3,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4290,"TESCO STORES 2789 CD 3471","groceries",4,2,2,2017,-2.41,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4291,"NON-STG PURCH FEE CD 3471","provider_fee",5,3,2,2017,-1,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4292,"NON-STG TRANS FEE 2.99% CD 3471","provider_fee",5,3,2,2017,-1.4,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4293,"BOOKLINE.HU HU 16780.00 VISAXR 357.93515 CD 3471","cafes_and_restaurants",5,3,2,2017,-46.88,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4294,"TESCO STORES 2249 CD 3471","groceries",5,3,2,2017,-3.24,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4295,"TESCO STORES 2249 CD 3471","groceries",5,3,2,2017,-3,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4296,"TFL.GOV.UK/CP CD 3471","public_transportation",1,6,2,2017,-1.5,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4297,"EARTH NATURAL FOOD CD 3471","food_and_dining",1,6,2,2017,-8.35,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4298,"CO-OP GROUP FOOD CD 3471","groceries",1,6,2,2017,-6.49,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4299,"SKOOB BOOKS CD 3471","books_and_supplies",2,7,2,2017,-6.5,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4300,"SAINSBURYS S/MKTS CD 3471","groceries",2,7,2,2017,-25.3,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4301,"TESCO STORES 2789 CD 3471","groceries",2,7,2,2017,-3.76,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4302,"TFL.GOV.UK/CP CD 3471","public_transportation",3,8,2,2017,-2.8,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4303,"TESCO STORES 2789 CD 3471","groceries",3,8,2,2017,-0.63,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4304,"HARE & TORTOISE BR CD 3471","cafes_and_restaurants",4,9,2,2017,-28,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4305,"TESCO STORES 2249 CD 3471","groceries",4,9,2,2017,-3,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4306,"SAINSBURYS S/MKTS CD 3471","groceries",1,13,2,2017,-20.6,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4307,"TESCO STORES 2249 CD 3471","groceries",1,13,2,2017,-17.89,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4308,"BUXTON C R RENT 6784682064322109SO","mortgage_and_rent",1,13,2,2017,562,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
4309,"ITHAKA FOOD CULTUR CD 3471","uncategorized",1,13,2,2017,-4.8,"GBP","normal",437605,"1ojwd9DihMyFbIBknFJrXg==",0
